    8.81  4.296772049399500e-02  4.659300844513987e-02  1.147157588305816e-01
    8.91  4.252587214989190e-02  4.698596182834604e-02  1.154171607188562e-01
    9.01  4.156701583004458e-02  4.785778757116361e-02  1.155236910626001e-01
    9.11  4.135625400360474e-02  4.797836392977665e-02  1.159850811719159e-01
    9.21  4.178642719967985e-02  4.750612180315103e-02  1.163377614756626e-01
    9.31  4.256864459749150e-02  4.675664058442795e-02  1.162460898089340e-01
    9.41  4.322867260228246e-02  4.617214670049173e-02  1.164221029332687e-01
    9.51  4.326659289577457e-02  4.629323703186523e-02  1.165471304834283e-01
    9.61  4.293531021520314e-02  4.675346770556433e-02  1.167428369465290e-01
    9.71  4.293958310064501e-02  4.678840633516337e-02  1.168256580144722e-01
    9.81  4.348535024357778e-02  4.633754988739720e-02  1.173598987388528e-01
    9.91  4.335136398829972e-02  4.656949325437049e-02  1.182096870877352e-01
   10.01  4.291389352670805e-02  4.711895896707369e-02  1.194019270094027e-01
